273208,-0.07,-0.51,9.87,0.41517857142857145,0.5133928571428571,0.42857142857142855,0.4050179211469534,0.4731182795698925,0.4050179211469534,0.39634146341463417,0.4329268292682927,0.38109756097560976,0.3843283582089552,0.47388059701492535,0.40671641791044777,1
273226,-0.26,-0.73,9.85,0.4125560538116592,0.515695067264574,0.4304932735426009,0.4028776978417266,0.4748201438848921,0.4064748201438849,0.3951367781155015,0.4316109422492401,0.3799392097264438,0.3880597014925373,0.47761194029850745,0.40671641791044777,1
273245,-0.19,-0.83,9.93,0.4125560538116592,0.515695067264574,0.4304932735426009,0.4028776978417266,0.4748201438848921,0.4064748201438849,0.3951367781155015,0.4316109422492401,0.3799392097264438,0.3880597014925373,0.47761194029850745,0.40671641791044777,1
273264,-0.19,-0.82,9.77,0.4125560538116592,0.5112107623318386,0.4304932735426009,0.4043321299638989,0.4729241877256318,0.4043321299638989,0.396969696969697,0.43333333333333335,0.38181818181818183,0.3880597014925373,0.47761194029850745,0.40671641791044777,1
273281,-0.39,-0.85,9.74,0.4125560538116592,0.5112107623318386,0.4304932735426009,0.4043321299638989,0.4729241877256318,0.4043321299638989,0.396969696969697,0.4303030303030303,0.3787878787878788,0.3880597014925373,0.47761194029850745,0.40671641791044777,1
273299,-0.23,-0.81,9.84,0.4125560538116592,0.5112107623318386,0.4304932735426009,0.4043321299638989,0.4729241877256318,0.4043321299638989,0.396969696969697,0.4303030303030303,0.3787878787878788,0.3857677902621723,0.4756554307116105,0.40823970037453183,1
273318,-0.50,-0.73,9.75,0.4125560538116592,0.5112107623318386,0.4304932735426009,0.4043321299638989,0.4729241877256318,0.4043321299638989,0.396969696969697,0.4303030303030303,0.3787878787878788,0.3880597014925373,0.47388059701492535,0.40671641791044777,1
273336,-0.28,-0.50,9.99,0.4144144144144144,0.5135135135135135,0.42792792792792794,0.4036363636363636,0.4763636363636364,0.4072727272727273,0.3957703927492447,0.43202416918429004,0.3776435045317221,0.3880597014925373,0.47388059701492535,0.40671641791044777,1
273355,-0.57,-0.61,9.70,0.4144144144144144,0.5135135135135135,0.42792792792792794,0.4036363636363636,0.4763636363636364,0.4072727272727273,0.3957703927492447,0.43202416918429004,0.3776435045317221,0.38661710037174724,0.4758364312267658,0.4052044609665427,1
273374,-0.69,-0.47,9.74,0.4144144144144144,0.5135135135135135,0.42792792792792794,0.40145985401459855,0.4744525547445255,0.4051094890510949,0.39457831325301207,0.4307228915662651,0.3795180722891566,0.38661710037174724,0.4758364312267658,0.4052044609665427,1
273391,-0.71,-0.37,10.02,0.4117647058823529,0.5158371040723982,0.4298642533936652,0.40441176470588236,0.47794117647058826,0.40808823529411764,0.3963963963963964,0.4294294294294294,0.3783783783783784,0.3888888888888889,0.4740740740740741,0.40370370370370373,1
273411,-0.37,-0.95,9.70,0.41363636363636364,0.5181818181818182,0.4318181818181818,0.40441176470588236,0.47794117647058826,0.40808823529411764,0.3963963963963964,0.4294294294294294,0.3783783783783784,0.3888888888888889,0.4740740740740741,0.40370370370370373,1
273428,-0.63,-0.71,9.97,0.41363636363636364,0.5181818181818182,0.4318181818181818,0.4022140221402214,0.47601476014760147,0.4059040590405904,0.3970149253731343,0.4298507462686567,0.37910447761194027,0.3888888888888889,0.4740740740740741,0.40370370370370373,1
273446,-0.91,-0.92,9.74,0.41363636363636364,0.5136363636363637,0.42727272727272725,0.40148698884758366,0.4795539033457249,0.40892193308550184,0.39465875370919884,0.43026706231454004,0.3768545994065282,0.3897058823529412,0.4742647058823529,0.40441176470588236,1
273465,-0.80,-0.05,10.29,0.410958904109589,0.5159817351598174,0.4292237442922374,0.40148698884758366,0.4795539033457249,0.40892193308550184,0.39465875370919884,0.43026706231454004,0.3768545994065282,0.3897058823529412,0.4742647058823529,0.40441176470588236,1
